free_text,address,price,price_meter,rooms,area,more,add_link,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Obsługa zdalna,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Dostępne od,Rok budowy,Rodzaj zabudowy,Okna,Winda,Media,Zabezpieczenia,Wyposażenie,Informacje dodatkowe,Materiał budynku,scraping_date,address_new,Longitude,Latitude
Apartament na starówce z widokiem na wysoką bramę!,"Mieszkanie na sprzedaż: ul. Stare Miasto, Śródmieście, Olsztyn, warmińsko-mazurskie",549000.0,11082,2 pokoje,49.54,Biuro nieruchomości,/pl/oferta/apartament-na-starowce-z-widokiem-na-wysoka-brame-ID4mA93,"49,54 m²",pełna własność,2,do zamieszkania,1/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1957,kamienica,plastikowe,nie,internet,domofon / wideofon,"lodówka, piekarnik, pralka",piwnica,cegła,2024-01-16,"Stare Miasto, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4758976,53.7764745
Sprzedam Mieszkanie na Olsztyńskiej starówce!,"Mieszkanie na sprzedaż: ul. Stanisława Staszica, Śródmieście, Olsztyn, warmińsko-mazurskie",385900.0,10402,2 pokoje,37.1,Biuro nieruchomości,/pl/oferta/sprzedam-mieszkanie-na-olsztynskiej-starowce-ID4mA0C,"37,1 m²",pełna własność,2,do zamieszkania,2/2,Zapytaj,280 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1900,kamienica,plastikowe,nie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon","lodówka, meble, pralka",piwnica,cegła,2024-01-16,"Stanisława Staszica, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4768084,53.7757329
Mieszkanie 3 pokojowe Olsztyn - Pieczewo,"Mieszkanie na sprzedaż: ul. Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",465000.0,8675,3 pokoje,53.6,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokojowe-olsztyn-pieczewo-ID4mwZ3,"53,6 m²",Zapytaj,3,do zamieszkania,3/5,Zapytaj,890 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1995,blok,brak informacji,nie,brak informacji,brak informacji,meble,brak informacji,cegła,2024-01-16,"Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",20.5121461,53.7403366
Przestronne 4 pokojowe mieszkanie - I piętro,"Mieszkanie na sprzedaż: al. Aleja Wojska Polskiego, Zatorze, Olsztyn, warmińsko-mazurskie",450000.0,4500,4 pokoje,100.0,Biuro nieruchomości,/pl/oferta/przestronne-4-pokojowe-mieszkanie-i-pietro-ID4mtCE,100 m²,pełna własność,4,do wykończenia,1/2,Zapytaj,1 000 zł,Zapytaj,Wirtualny spacer,miejskie,wtórny,biuro nieruchomości ,brak informacji,1948,blok,brak informacji,nie,brak informacji,domofon / wideofon,meble,piwnica,cegła,2024-01-16,"Aleja Wojska Polskiego, Zatorze, Olsztyn, warmińsko-mazurskie",20.4891151,53.7924577
Kawalerka na parterze,"Mieszkanie na sprzedaż: ul. Henryka Sienkiewicza, Zatorze, Olsztyn, warmińsko-mazurskie",279000.0,7541,2 pokoje,37.0,Biuro nieruchomości,/pl/oferta/kawalerka-na-parterze-ID4mshu,37 m²,pełna własność,2,do zamieszkania,parter/1,Zapytaj,315 zł,Zapytaj,Zapytaj,gazowe,wtórny,biuro nieruchomości ,brak informacji,1910,kamienica,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,cegła,2024-01-16,"Henryka Sienkiewicza, Zatorze, Olsztyn, warmińsko-mazurskie",20.4881287,53.7859654
"Mieszkanie 3 pokoje, 2 balkony, Olsztyn","Mieszkanie na sprzedaż: ul. Biskupa Tomasza Wilczyńskiego, Jaroty, Olsztyn, warmińsko-mazurskie",650000.0,11324,3 pokoje,57.4,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-2-balkony-olsztyn-ID4mqLS,"57,4 m²",Zapytaj,3,do zamieszkania,parter/4,Zapytaj,580 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2008,brak informacji,brak informacji,nie,brak informacji,monitoring / ochrona,brak informacji,brak informacji,brak informacji,2024-01-16,"Biskupa Tomasza Wilczyńskiego, Jaroty, Olsztyn, warmińsko-mazurskie",20.5054815,53.741594
Mieszkanie na sprzedaż w cichej okolicy,"Mieszkanie na sprzedaż: Ks. Tadeusza Borkowskiego, Podgrodzie, Olsztyn, warmińsko-mazurskie",340000.0,6800,2 pokoje,50.0,Biuro nieruchomości,/pl/oferta/mieszkanie-na-sprzedaz-w-cichej-okolicy-ID4mqk2,50 m²,Zapytaj,2,do zamieszkania,1/4,balkon,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,brak informacji,brak informacji,plastikowe,nie,brak informacji,brak informacji,meble,piwnica,brak informacji,2024-01-16,"Ks. Tadeusza Borkowskiego, Podgrodzie, Olsztyn, warmińsko-mazurskie",20.4761158,53.7662646
"Pojezierze 4 pok., I piętro, loggia, do wł. aranż.","Mieszkanie na sprzedaż: ul. Kołobrzeska, Pojezierze, Olsztyn, warmińsko-mazurskie",414000.0,7225,4 pokoje,57.3,Biuro nieruchomości,/pl/oferta/pojezierze-4-pok-i-pietro-loggia-do-wl-aranz-ID4mpkY,"57,3 m²",pełna własność,4,do wykończenia,1/4,balkon,"386,89 zł",Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,1970,blok,brak informacji,nie,brak informacji,domofon / wideofon,brak informacji,piwnica,cegła,2024-01-16,"Kołobrzeska, Pojezierze, Olsztyn, warmińsko-mazurskie",20.5123897,53.779214
•Sprzedane• 2-pokojowe mieszkanie w centrum miasta,"Mieszkanie na sprzedaż: ul. Adama Mickiewicza, Śródmieście, Olsztyn, warmińsko-mazurskie",412000.0,8306,2 pokoje,49.6,Biuro nieruchomości,/pl/oferta/sprzedane-2-pokojowe-mieszkanie-w-centrum-miasta-ID4mjrh,"49,6 m²",pełna własność,2,Zapytaj,3/4,Zapytaj,Zapytaj,Zapytaj,Wirtualny spacer,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Adama Mickiewicza, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4857099,53.7794429
"ul.Małeckiego 7a, 98,9m2, IIpoziomy, winda, 2001r.","Mieszkanie na sprzedaż: ul. Antoniego Małeckiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",690000.0,6970,4 pokoje,99.0,Biuro nieruchomości,/pl/oferta/ul-maleckiego-7a-98-9m2-iipoziomy-winda-2001r-ID4mePx,99 m²,Zapytaj,4,Zapytaj,4/5,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,2023-07-10,2001,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Antoniego Małeckiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",,
Podwójny apartament - świetna inwestycja,"Mieszkanie na sprzedaż: ul. Kazimierza Jagiellończyka, Podgrodzie, Olsztyn, warmińsko-mazurskie",792000.0,10988,3 pokoje,72.08,Biuro nieruchomości,/pl/oferta/podwojny-apartament-swietna-inwestycja-ID4meuS,"72,08 m²",pełna własność,3,do zamieszkania,2/7,balkon,575 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2020,apartamentowiec,brak informacji,tak,brak informacji,domofon / wideofon,meble,piwnica,brak informacji,2024-01-16,"Kazimierza Jagiellończyka, Podgrodzie, Olsztyn, warmińsko-mazurskie",20.4699231,53.7702225
4pokojowy apartament z widokiem na jezioro Długie,"Mieszkanie na sprzedaż: Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",1190000.0,11449,4 pokoje,103.94,Biuro nieruchomości,/pl/oferta/4pokojowy-apartament-z-widokiem-na-jezioro-dlugie-ID4mday,"103,94 m²",Zapytaj,4,Zapytaj,1/5,balkon,"540,99 zł",garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,brak informacji,apartamentowiec,drewniane,tak,brak informacji,brak informacji,brak informacji,piwnica,brak informacji,2024-01-16,"Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",20.4582865,53.7827276
"Mieszkanie Olsztyn, Pstrowskiego","Mieszkanie na sprzedaż: Kormoran, Olsztyn, warmińsko-mazurskie",699000.0,11650,3 pokoje,60.0,Biuro nieruchomości,/pl/oferta/mieszkanie-olsztyn-pstrowskiego-ID4maPL,60 m²,Zapytaj,3,do zamieszkania,2/7,Zapytaj,800 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,brak informacji,blok,brak informacji,tak,brak informacji,brak informacji,meble,brak informacji,wielka płyta,2024-01-16,"Kormoran, Olsztyn, warmińsko-mazurskie",20.498350881402075,53.7685685
"Mieszkanie, 94,59 m², Olsztyn","Mieszkanie na sprzedaż: ul. Franciszka Barcza, Jaroty, Olsztyn, warmińsko-mazurskie",1100000.0,11629,4 pokoje,94.59,Biuro nieruchomości,/pl/oferta/mieszkanie-94-59-m-olsztyn-ID4m7oD,"94,59 m²",Zapytaj,4,Zapytaj,5/5,taras,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,2020,brak informacji,plastikowe,tak,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Franciszka Barcza, Jaroty, Olsztyn, warmińsko-mazurskie",20.5040556,53.7497739
"Mieszkanie 104 m2,z widokiem na jezioro, ul.Leśna","Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",1190000.0,11442,4 pokoje,104.0,Biuro nieruchomości,/pl/oferta/mieszkanie-104-m2-z-widokiem-na-jezioro-ul-lesna-ID4l2TO,104 m²,pełna własność,4,do zamieszkania,1/6,balkon,535 zł,garaż/miejsce parkingowe,Zapytaj,miejskie,wtórny,biuro nieruchomości ,brak informacji,2010,blok,drewniane,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona","zmywarka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",cegła,2024-01-16,"Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",20.4648314,53.7810489
Mieszkanie w miejscowości zielona góra,"Mieszkanie na sprzedaż: ul. Poprzeczna, Podleśna, Olsztyn, warmińsko-mazurskie",430000.0,6250,3 pokoje,68.8,Biuro nieruchomości,/pl/oferta/mieszkanie-w-miejscowosci-zielona-gora-ID4m2HX,"68,8 m²",pełna własność,3,do zamieszkania,2/3,balkon,670 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,2023-06-25,brak informacji,brak informacji,plastikowe,nie,brak informacji,brak informacji,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",pom. użytkowe,brak informacji,2024-01-16,"Poprzeczna, Podleśna, Olsztyn, warmińsko-mazurskie",20.508319,53.7911469
Mieszkanie w centrum Jarot do własnej aranżacji,"Mieszkanie na sprzedaż: ul. Biskupa Tomasza Wilczyńskiego, Jaroty, Olsztyn, warmińsko-mazurskie",350000.0,7292,2 pokoje,48.0,Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-jarot-do-wlasnej-aranzacji-ID4lB1N,48 m²,Zapytaj,2,do remontu,4/5,balkon,590 zł,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,2023-05-23,brak informacji,brak informacji,drewniane,nie,brak informacji,brak informacji,brak informacji,piwnica,brak informacji,2024-01-16,"Biskupa Tomasza Wilczyńskiego, Jaroty, Olsztyn, warmińsko-mazurskie",20.5054815,53.741594
"Apartament w Śródmieściu, Olsztyn, 194 m2","Mieszkanie na sprzedaż: ul. Warmińska, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",1050000.0,7889,4 pokoje,133.1,Biuro nieruchomości,/pl/oferta/apartament-w-srodmiesciu-olsztyn-194-m2-ID4lZmO,"133,1 m²",Zapytaj,4,do zamieszkania,4/4,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,brak informacji,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Warmińska, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",20.4835952,53.7804895
Wyspiańskiego - W promieniach centrum,"Mieszkanie na sprzedaż: ul. Stanisława Wyspiańskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",960500.0,10000,4 pokoje,96.05,Biuro nieruchomości,/pl/oferta/wyspianskiego-w-promieniach-centrum-ID4hoCV,"96,05 m²",pełna własność,4,Zapytaj,parter/3,"balkon, taras",Zapytaj,garaż/miejsce parkingowe,tak,miejskie,pierwotny,biuro nieruchomości ,brak informacji,2024,blok,brak informacji,tak,brak informacji,domofon / wideofon,brak informacji,piwnica,silikat,2024-01-16,"Stanisława Wyspiańskiego, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",,
Nowe mieszkania na os. Generałów - deweloperskie,"Mieszkanie na sprzedaż: Osiedle Generałów, Olsztyn, warmińsko-mazurskie",449000.0,8835,3 pokoje,50.82,Biuro nieruchomości,/pl/oferta/nowe-mieszkania-na-os-generalow-deweloperskie-ID4lRHC,"50,82 m²",Zapytaj,3,Zapytaj,parter/2,"balkon, taras",Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,2022,brak informacji,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,beton komórkowy,2024-01-16,"Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4792659,53.7373967
Atrakcyjne mieszkanie wśród jezior i lasów,"Mieszkanie na sprzedaż: ul. Marii Zientary-Malewskiej, Podleśna, Olsztyn, warmińsko-mazurskie",479000.0,7983,3 pokoje,60.0,Biuro nieruchomości,/pl/oferta/atrakcyjne-mieszkanie-wsrod-jezior-i-lasow-ID4lnvW,60 m²,pełna własność,3,do zamieszkania,1/3,balkon,470 zł,Zapytaj,Zapytaj,inne,wtórny,biuro nieruchomości ,2023-05-08,2012,blok,plastikowe,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",piwnica,cegła,2024-01-16,"Marii Zientary-Malewskiej, Podleśna, Olsztyn, warmińsko-mazurskie",20.5004748,53.7893895
Komfortowy Apartament nie dla kazdego !!!!,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",999666.0,7690,5 pokoi,130.0,Biuro nieruchomości,/pl/oferta/komfortowy-apartament-nie-dla-kazdego-ID4lD7h,130 m²,pełna własność,5,do zamieszkania,3/3,Zapytaj,700 zł,garaż/miejsce parkingowe,Zapytaj,inne,wtórny,biuro nieruchomości ,2024-03-31,2007,blok,brak informacji,nie,brak informacji,monitoring / ochrona,meble,"piwnica, pom. użytkowe",silikat,2024-01-16,"ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4787651,53.7390459
Mieszkanie 65m w centrum Olsztyna,"Mieszkanie na sprzedaż: ul. 22 Stycznia, Śródmieście, Olsztyn, warmińsko-mazurskie",495000.0,7615,3 pokoje,65.0,Biuro nieruchomości,/pl/oferta/mieszkanie-65m-w-centrum-olsztyna-ID4lAtX,65 m²,pełna własność,3,do zamieszkania,parter/2,Zapytaj,250 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,2023-05-22,1932,brak informacji,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica,brak informacji,2024-01-16,"22 Stycznia, Śródmieście, Olsztyn, warmińsko-mazurskie",20.483295,53.7764998
Apartamenty wakacyjne nad jeziorem Ukiel,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",470080.0,13000,2 pokoje,36.16,Biuro nieruchomości,/pl/oferta/apartamenty-wakacyjne-nad-jeziorem-ukiel-ID4fvMA,"36,16 m²",pełna własność,2,do wykończenia,parter/2,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,inne,pierwotny,biuro nieruchomości ,brak informacji,2024,apartamentowiec,aluminiowe,tak,"telewizja kablowa, internet",system alarmowy,brak informacji,klimatyzacja,inny,2024-01-16,"Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",20.4322208,53.7692786
Nowy apartament - Olsztyn,"Mieszkanie na sprzedaż: ul. Bałtycka, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",746200.0,14000,2 pokoje,53.3,Biuro nieruchomości,/pl/oferta/nowy-apartament-olsztyn-ID4lrUP,"53,3 m²",pełna własność,2,do wykończenia,1/2,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,inne,pierwotny,biuro nieruchomości ,2023-05-10,2024,apartamentowiec,plastikowe,tak,brak informacji,brak informacji,brak informacji,brak informacji,cegła,2024-01-16,"Bałtycka, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",20.4511635,53.785652
Nowy apartament - Olsztyn,"Mieszkanie na sprzedaż: ul. Bałtycka, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",598705.0,14500,2 pokoje,41.29,Biuro nieruchomości,/pl/oferta/nowy-apartament-olsztyn-ID4lrq9,"41,29 m²",pełna własność,2,do wykończenia,1/2,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,inne,pierwotny,biuro nieruchomości ,2023-05-10,2024,apartamentowiec,plastikowe,tak,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",brak informacji,brak informacji,cegła,2024-01-16,"Bałtycka, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",20.4511635,53.785652
Olsztyn Starówka ul. Prosta 72 m2,"Mieszkanie na sprzedaż: ul. Stare Miasto, Śródmieście, Olsztyn, warmińsko-mazurskie",630000.0,8679,3 pokoje,72.59,Biuro nieruchomości,/pl/oferta/olsztyn-starowka-ul-prosta-72-m2-ID4li7V,"72,59 m²",pełna własność,3,do remontu,1/2,Zapytaj,725 zł,Zapytaj,Zapytaj,inne,wtórny,biuro nieruchomości ,brak informacji,1950,kamienica,brak informacji,nie,brak informacji,brak informacji,brak informacji,piwnica,cegła,2024-01-16,"Stare Miasto, Śródmieście, Olsztyn, warmińsko-mazurskie",20.4758976,53.7764745
Do Odbioru - 4 pokojowy szereg - 85 m.kw,"Mieszkanie na sprzedaż: ul. Oleńki, Gutkowo, Olsztyn, warmińsko-mazurskie",589000.0,6929,4 pokoje,85.0,Biuro nieruchomości,/pl/oferta/do-odbioru-4-pokojowy-szereg-85-m-kw-ID4h51e,85 m²,pełna własność,4,do wykończenia,parter/1,Zapytaj,Zapytaj,Zapytaj,tak,gazowe,pierwotny,biuro nieruchomości ,brak informacji,2023,szeregowiec,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji,silikat,2024-01-16,"Oleńki, Gutkowo, Olsztyn, warmińsko-mazurskie",20.3930533,53.8047807
"4 pokojowe z poddaszem użytkowym 25,37 m2 !","Mieszkanie na sprzedaż: ul. Marcina Antonowicza, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",597422.0,6963,4 pokoje,85.8,Biuro nieruchomości,/pl/oferta/4-pokojowe-z-poddaszem-uzytkowym-25-37-m2-ID486iU,"85,8 m²",pełna własność,4,do wykończenia,1/1,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,gazowe,pierwotny,biuro nieruchomości ,brak informacji,2023,szeregowiec,plastikowe,nie,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,silikat,2024-01-16,"Marcina Antonowicza, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4813649,53.7306481
4 pokojowe mieszkanie z ogródkiem i garażem !,"Mieszkanie na sprzedaż: ul. Marcina Antonowicza, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",789000.0,5020,4 pokoje,157.17,Biuro nieruchomości,/pl/oferta/4-pokojowe-mieszkanie-z-ogrodkiem-i-garazem-ID4fDaf,"157,17 m²",pełna własność,4,do wykończenia,parter/1,"balkon, ogródek",Zapytaj,Zapytaj,Zapytaj,gazowe,pierwotny,biuro nieruchomości ,brak informacji,2023,szeregowiec,plastikowe,nie,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,silikat,2024-01-16,"Marcina Antonowicza, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.4813649,53.7306481
Mieszkanie 3 pok - Jaroty - Kortowo,"Mieszkanie na sprzedaż: ul. Fryderyka Leyka, Jaroty, Olsztyn, warmińsko-mazurskie",399000.0,6628,3 pokoje,60.2,Biuro nieruchomości,/pl/oferta/mieszkanie-3-pok-jaroty-kortowo-ID4lg0t,"60,2 m²",pełna własność,3,do zamieszkania,4/4,Zapytaj,600 zł,Zapytaj,Zapytaj,miejskie,wtórny,biuro nieruchomości ,2024-01-01,1985,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,oddzielna kuchnia,wielka płyta,2024-01-16,"Fryderyka Leyka, Jaroty, Olsztyn, warmińsko-mazurskie",20.4915669,53.7436782
Natura Premium Jaroty - apartament piętro dom 4,"Mieszkanie na sprzedaż: ul. Stanisława Lewandowskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",642240.0,7200,4 pokoje,89.2,Biuro nieruchomości,/pl/oferta/natura-premium-jaroty-apartament-pietro-dom-4-ID4g94n,"89,2 m²",Zapytaj,4,Zapytaj,1/1,balkon,Zapytaj,garaż/miejsce parkingowe,tak,gazowe,pierwotny,biuro nieruchomości ,brak informacji,2023,szeregowiec,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Stanisława Lewandowskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.485775,53.7308449
Natura Premium Jaroty - apartament parter dom 3,"Mieszkanie na sprzedaż: ul. Stanisława Lewandowskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",541600.0,8000,3 pokoje,67.7,Biuro nieruchomości,/pl/oferta/natura-premium-jaroty-apartament-parter-dom-3-ID4g92F,"67,7 m²",Zapytaj,3,Zapytaj,parter/1,"ogródek, taras",Zapytaj,garaż/miejsce parkingowe,tak,gazowe,pierwotny,biuro nieruchomości ,brak informacji,2023,szeregowiec,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Stanisława Lewandowskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",20.485775,53.7308449
5-pokojowe mieszkanie na Podgrodziu,"Mieszkanie na sprzedaż: ul. Kazimierza Jagiellończyka, Podgrodzie, Olsztyn, warmińsko-mazurskie",469000.0,5777,5 pokoi,81.19,Biuro nieruchomości,/pl/oferta/5-pokojowe-mieszkanie-na-podgrodziu-ID4l201,"81,19 m²",pełna własność,5,do zamieszkania,3/4,balkon,1 000 zł,Zapytaj,Zapytaj,gazowe,wtórny,biuro nieruchomości ,brak informacji,2001,blok,brak informacji,nie,brak informacji,brak informacji,brak informacji,"piwnica, pom. użytkowe",brak informacji,2024-01-16,"Kazimierza Jagiellończyka, Podgrodzie, Olsztyn, warmińsko-mazurskie",20.4699231,53.7702225
"Mieszkanie z widokiem na jezioro Długie,4 pok. 1 p","Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",1190000.0,11449,4 pokoje,103.94,Biuro nieruchomości,/pl/oferta/mieszkanie-z-widokiem-na-jezioro-dlugie-4-pok-1-p-ID4kXz0,"103,94 m²",Zapytaj,4,do zamieszkania,1/6,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj,wtórny,biuro nieruchomości ,brak informacji,2009,brak informacji,brak informacji,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,2024-01-16,"Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",20.4648314,53.7810489
"Mieszkanie 57,67m2 w pięknej kamienicy, parter","Mieszkanie na sprzedaż: ul. Marii Zientary-Malewskiej, Zatorze, Olsztyn, warmińsko-mazurskie",380000.0,6589,2 pokoje,57.67,Biuro nieruchomości,/pl/oferta/mieszkanie-57-67m2-w-pieknej-kamienicy-parter-ID4kTzq,"57,67 m²",pełna własność,2,do wykończenia,parter/3,Zapytaj,300 zł,Zapytaj,Zapytaj,gazowe,wtórny,biuro nieruchomości ,brak informacji,1906,kamienica,plastikowe,nie,telefon,domofon / wideofon,brak informacji,"piwnica, oddzielna kuchnia",cegła,2024-01-16,"Marii Zientary-Malewskiej, Zatorze, Olsztyn, warmińsko-mazurskie",20.491775,53.7849096
